4747, none, minecraft:the_void, CREATURE, ars_nouveau:drygmy, 10, 1, 1
5641, extreme_hills, minecraft:windswept_forest, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
5642, extreme_hills, minecraft:windswept_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
5643, extreme_hills, minecraft:windswept_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
5644, extreme_hills, minecraft:windswept_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
5645, extreme_hills, minecraft:windswept_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
5646, extreme_hills, minecraft:windswept_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
5647, extreme_hills, minecraft:windswept_forest, CREATURE, alexsmobs:crow, 10, 3, 5
5648, extreme_hills, minecraft:windswept_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
5649, extreme_hills, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
5650, extreme_hills, minecraft:windswept_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5651, extreme_hills, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5652, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
5653, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
5654, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
5655, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
5656, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
5657, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
5658, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
5659, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
5660, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
5661, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
5662, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5663, savanna, minecraft:windswept_savanna, MONSTER, minecraft:spider, 50, 4, 4
5664, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 50, 4, 4
5665, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
5666, savanna, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 50, 4, 4
5667, savanna, minecraft:windswept_savanna, MONSTER, minecraft:creeper, 50, 4, 4
5668, savanna, minecraft:windswept_savanna, MONSTER, minecraft:slime, 50, 4, 4
5669, savanna, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 5, 1, 4
5670, savanna, minecraft:windswept_savanna, MONSTER, minecraft:witch, 5, 1, 1
5671, savanna, minecraft:windswept_savanna, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5672, savanna, minecraft:windswept_savanna, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5673, savanna, minecraft:windswept_savanna, MONSTER, thermal:blitz, 10, 1, 3
5674, savanna, minecraft:windswept_savanna, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
5675, savanna, minecraft:windswept_savanna, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
5676, savanna, minecraft:windswept_savanna, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
5677, savanna, minecraft:windswept_savanna, MONSTER, alexsmobs:centipede_head, 15, 1, 1
5678, savanna, minecraft:windswept_savanna, MONSTER, quark:toretoise, 50, 2, 4
5679, savanna, minecraft:windswept_savanna, MONSTER, quark:stoneling, 50, 1, 1
5680, savanna, minecraft:windswept_savanna, CREATURE, minecraft:sheep, 12, 4, 4
5681, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 10, 4, 4
5682, savanna, minecraft:windswept_savanna, CREATURE, minecraft:chicken, 10, 4, 4
5683, savanna, minecraft:windswept_savanna, CREATURE, minecraft:cow, 10, 4, 4
5684, savanna, minecraft:windswept_savanna, CREATURE, minecraft:horse, 10, 2, 6
5685, savanna, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 10, 1, 1
5686, savanna, minecraft:windswept_savanna, CREATURE, sullysmod:tortoise, 10, 1, 3
5687, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
5688, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
5689, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:drygmy, 10, 1, 1
5690, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
5691, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
5692, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
5693, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
5694, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
5695, savanna, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
5696, savanna, minecraft:windswept_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5697, savanna, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5698, savanna, minecraft:windswept_savanna, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
5699, savanna, minecraft:windswept_savanna, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
5700, savanna, minecraft:windswept_savanna, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
5701, savanna, minecraft:windswept_savanna, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
5702, savanna, minecraft:windswept_savanna, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
5703, savanna, minecraft:windswept_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5704, jungle, minecraft:jungle, MONSTER, minecraft:spider, 50, 4, 4
5705, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 50, 4, 4
5706, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
5707, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 50, 4, 4
5708, jungle, minecraft:jungle, MONSTER, minecraft:creeper, 50, 4, 4
5709, jungle, minecraft:jungle, MONSTER, minecraft:slime, 50, 4, 4
5710, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 5, 1, 4
5711, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
5712, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 10, 1, 3
5713, jungle, minecraft:jungle, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5714, jungle, minecraft:jungle, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5715, jungle, minecraft:jungle, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
5716, jungle, minecraft:jungle, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
5717, jungle, minecraft:jungle, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
5718, jungle, minecraft:jungle, MONSTER, alexsmobs:centipede_head, 15, 1, 1
5719, jungle, minecraft:jungle, MONSTER, quark:toretoise, 50, 2, 4
5720, jungle, minecraft:jungle, MONSTER, quark:stoneling, 50, 1, 1
5721, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
5722, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
5723, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
5724, jungle, minecraft:jungle, CREATURE, minecraft:cow, 10, 4, 4
5725, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
5726, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
5727, jungle, minecraft:jungle, CREATURE, minecraft:panda, 10, 1, 2
5728, jungle, minecraft:jungle, CREATURE, sullysmod:tortoise, 10, 1, 3
5729, jungle, minecraft:jungle, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
5730, jungle, minecraft:jungle, CREATURE, cnb:lizard, 50, 1, 4
5731, jungle, minecraft:jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
5732, jungle, minecraft:jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
5733, jungle, minecraft:jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 1
5734, jungle, minecraft:jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
5735, jungle, minecraft:jungle, CREATURE, alexsmobs:gorilla, 50, 7, 7
5736, jungle, minecraft:jungle, CREATURE, alexsmobs:capuchin_monkey, 50, 9, 16
5737, jungle, minecraft:jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
5738, jungle, minecraft:jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
5739, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
5740, jungle, minecraft:jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5741, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5742, jungle, minecraft:jungle, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
5743, jungle, minecraft:jungle, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
5744, jungle, minecraft:jungle, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
5745, jungle, minecraft:jungle, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
5746, jungle, minecraft:jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5747, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 50, 4, 4
5748, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 50, 4, 4
5749, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
5750, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 50, 4, 4
5751, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 50, 4, 4
5752, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 50, 4, 4
5753, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
5754, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
5755, jungle, minecraft:sparse_jungle, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5756, jungle, minecraft:sparse_jungle, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5757, jungle, minecraft:sparse_jungle, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
5758, jungle, minecraft:sparse_jungle, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
5759, jungle, minecraft:sparse_jungle, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
5760, jungle, minecraft:sparse_jungle, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
5761, jungle, minecraft:sparse_jungle, MONSTER, alexsmobs:centipede_head, 15, 1, 1
5762, jungle, minecraft:sparse_jungle, MONSTER, quark:toretoise, 50, 2, 4
5763, jungle, minecraft:sparse_jungle, MONSTER, quark:stoneling, 50, 1, 1
5764, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
5765, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
5766, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
5767, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 10, 4, 4
5768, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
5769, jungle, minecraft:sparse_jungle, CREATURE, sullysmod:tortoise, 10, 1, 3
5770, jungle, minecraft:sparse_jungle, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
5771, jungle, minecraft:sparse_jungle, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
5772, jungle, minecraft:sparse_jungle, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
5773, jungle, minecraft:sparse_jungle, CREATURE, cnb:lizard, 50, 1, 4
5774, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
5775, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
5776, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 1
5777, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
5778, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:gorilla, 50, 7, 7
5779, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
5780, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:capuchin_monkey, 50, 9, 16
5781, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:raccoon, 10, 2, 4
5782, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:crow, 10, 3, 5
5783, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
5784, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
5785, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
5786, jungle, minecraft:sparse_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5787, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5788, jungle, minecraft:sparse_jungle, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
5789, jungle, minecraft:sparse_jungle, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
5790, jungle, minecraft:sparse_jungle, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
5791, jungle, minecraft:sparse_jungle, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
5792, jungle, minecraft:sparse_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5793, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 50, 4, 4
5794, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 50, 4, 4
5795, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
5796, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 50, 4, 4
5797, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 50, 4, 4
5798, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 50, 4, 4
5799, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
5800, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
5801, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 10, 1, 1
5802, jungle, minecraft:bamboo_jungle, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5803, jungle, minecraft:bamboo_jungle, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5804, jungle, minecraft:bamboo_jungle, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
5805, jungle, minecraft:bamboo_jungle, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
5806, jungle, minecraft:bamboo_jungle, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
5807, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:centipede_head, 15, 1, 1
5808, jungle, minecraft:bamboo_jungle, MONSTER, quark:toretoise, 50, 2, 4
5809, jungle, minecraft:bamboo_jungle, MONSTER, quark:stoneling, 50, 1, 1
5810, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
5811, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
5812, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
5813, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
5814, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
5815, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
5816, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 50, 1, 2
5817, jungle, minecraft:bamboo_jungle, CREATURE, sullysmod:tortoise, 10, 1, 3
5818, jungle, minecraft:bamboo_jungle, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
5819, jungle, minecraft:bamboo_jungle, CREATURE, cnb:lizard, 50, 1, 4
5820, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
5821, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
5822, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 1
5823, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
5824, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
5825, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 50, 1, 3
5826, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
5827, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
5828, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5829, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5830, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
5831, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
5832, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
5833, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
5834, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5835, mesa, minecraft:badlands, MONSTER, minecraft:spider, 50, 4, 4
5836, mesa, minecraft:badlands, MONSTER, minecraft:zombie, 50, 4, 4
5837, mesa, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
5838, mesa, minecraft:badlands, MONSTER, minecraft:skeleton, 50, 4, 4
5839, mesa, minecraft:badlands, MONSTER, minecraft:creeper, 50, 4, 4
5840, mesa, minecraft:badlands, MONSTER, minecraft:slime, 50, 4, 4
5841, mesa, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
5842, mesa, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
5843, mesa, minecraft:badlands, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5844, mesa, minecraft:badlands, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5845, mesa, minecraft:badlands, MONSTER, thermal:basalz, 10, 1, 3
5846, mesa, minecraft:badlands, MONSTER, thermal:blitz, 10, 1, 3
5847, mesa, minecraft:badlands, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
5848, mesa, minecraft:badlands, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
5849, mesa, minecraft:badlands, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
5850, mesa, minecraft:badlands, MONSTER, alexsmobs:centipede_head, 15, 1, 1
5851, mesa, minecraft:badlands, MONSTER, quark:toretoise, 50, 2, 4
5852, mesa, minecraft:badlands, MONSTER, quark:stoneling, 50, 1, 1
5853, mesa, minecraft:badlands, CREATURE, biomemakeover:scuttler, 10, 1, 2
5854, mesa, minecraft:badlands, CREATURE, cnb:cactem, 10, 6, 13
5855, mesa, minecraft:badlands, CREATURE, cnb:lizard, 15, 1, 4
5856, mesa, minecraft:badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 1
5857, mesa, minecraft:badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
5858, mesa, minecraft:badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
5859, mesa, minecraft:badlands, CREATURE, alexsmobs:emu, 20, 2, 5
5860, mesa, minecraft:badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
5861, mesa, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
5862, mesa, minecraft:badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5863, mesa, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5864, mesa, minecraft:badlands, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
5865, mesa, minecraft:badlands, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
5866, mesa, minecraft:badlands, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
5867, mesa, minecraft:badlands, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
5868, mesa, minecraft:badlands, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
5869, mesa, minecraft:badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5870, mesa, minecraft:eroded_badlands, MONSTER, minecraft:spider, 50, 4, 4
5871, mesa, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 50, 4, 4
5872, mesa, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
5873, mesa, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 50, 4, 4
5874, mesa, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 50, 4, 4
5875, mesa, minecraft:eroded_badlands, MONSTER, minecraft:slime, 50, 4, 4
5876, mesa, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
5877, mesa, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
5878, mesa, minecraft:eroded_badlands, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5879, mesa, minecraft:eroded_badlands, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5880, mesa, minecraft:eroded_badlands, MONSTER, thermal:basalz, 10, 1, 3
5881, mesa, minecraft:eroded_badlands, MONSTER, thermal:blitz, 10, 1, 3
5882, mesa, minecraft:eroded_badlands, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
5883, mesa, minecraft:eroded_badlands, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
5884, mesa, minecraft:eroded_badlands, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
5885, mesa, minecraft:eroded_badlands, MONSTER, alexsmobs:centipede_head, 15, 1, 1
5886, mesa, minecraft:eroded_badlands, MONSTER, quark:toretoise, 50, 2, 4
5887, mesa, minecraft:eroded_badlands, MONSTER, quark:stoneling, 50, 1, 1
5888, mesa, minecraft:eroded_badlands, CREATURE, biomemakeover:scuttler, 10, 1, 2
5889, mesa, minecraft:eroded_badlands, CREATURE, cnb:cactem, 10, 6, 13
5890, mesa, minecraft:eroded_badlands, CREATURE, cnb:lizard, 15, 1, 4
5891, mesa, minecraft:eroded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 1
5892, mesa, minecraft:eroded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
5893, mesa, minecraft:eroded_badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
5894, mesa, minecraft:eroded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
5895, mesa, minecraft:eroded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
5896, mesa, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
5897, mesa, minecraft:eroded_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5898, mesa, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5899, mesa, minecraft:eroded_badlands, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
5900, mesa, minecraft:eroded_badlands, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
5901, mesa, minecraft:eroded_badlands, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
5902, mesa, minecraft:eroded_badlands, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
5903, mesa, minecraft:eroded_badlands, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
5904, mesa, minecraft:eroded_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5905, mesa, minecraft:wooded_badlands, MONSTER, minecraft:spider, 50, 4, 4
5906, mesa, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 50, 4, 4
5907, mesa, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
5908, mesa, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 50, 4, 4
5909, mesa, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 50, 4, 4
5910, mesa, minecraft:wooded_badlands, MONSTER, minecraft:slime, 50, 4, 4
5911, mesa, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
5912, mesa, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
5913, mesa, minecraft:wooded_badlands, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
5914, mesa, minecraft:wooded_badlands, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5915, mesa, minecraft:wooded_badlands, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
5916, mesa, minecraft:wooded_badlands, MONSTER, thermal:basalz, 10, 1, 3
5917, mesa, minecraft:wooded_badlands, MONSTER, thermal:blitz, 10, 1, 3
5918, mesa, minecraft:wooded_badlands, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
5919, mesa, minecraft:wooded_badlands, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
5920, mesa, minecraft:wooded_badlands, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
5921, mesa, minecraft:wooded_badlands, MONSTER, alexsmobs:centipede_head, 15, 1, 1
5922, mesa, minecraft:wooded_badlands, MONSTER, quark:toretoise, 50, 2, 4
5923, mesa, minecraft:wooded_badlands, MONSTER, quark:stoneling, 50, 1, 1
5924, mesa, minecraft:wooded_badlands, CREATURE, earthmobsmod:horned_sheep, 10, 3, 6
5925, mesa, minecraft:wooded_badlands, CREATURE, biomemakeover:scuttler, 10, 1, 2
5926, mesa, minecraft:wooded_badlands, CREATURE, cnb:cactem, 10, 6, 13
5927, mesa, minecraft:wooded_badlands, CREATURE, cnb:lizard, 15, 1, 4
5928, mesa, minecraft:wooded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 1
5929, mesa, minecraft:wooded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
5930, mesa, minecraft:wooded_badlands, CREATURE, alexsmobs:sunbird, 10, 1, 1
5931, mesa, minecraft:wooded_badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
5932, mesa, minecraft:wooded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
5933, mesa, minecraft:wooded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
5934, mesa, minecraft:wooded_badlands, CREATURE, quark:shiba, 40, 1, 3
5935, mesa, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
5936, mesa, minecraft:wooded_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5937, mesa, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5938, mesa, minecraft:wooded_badlands, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
